STIX ID,Type,Product/Service Name,Description,Short Description,Created,Modified,spec_version,x_mitre_is_subtechnique,x_mitre_parent_ref,x_mitre_aliases,External References,External ID,URL
products-service--2d0fc8ff-5d1e-4f64-9df8-5f275b926ac4,products-service,Instant Cryptocurrency Swap Service,"Services enabling users to exchange cryptocurrencies directly across different blockchain networks without relying on a central authority. Known for near-instant settlement and convenience, these platforms typically offer quick conversion rates and lower transaction fees.","Instant cryptocurrency swap services enable near-instant, cross-network exchanges without centralized oversight, providing users with quick conversions and lower fees. In the AML/CFT context, their decentralized and rapid nature can present higher risks for abuse and evasion of regulatory controls.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0023"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0023""
  }
]",PS0023,https://framework.amltrix.com/services-products/PS0023
products-service--c7400835-bf46-4063-bc92-8ea852521eb9,products-service,ATM Services,"Automated Teller Machine (ATM) services provide customers with the ability to perform banking transactions such as cash withdrawals, deposits, account inquiries, and fund transfers without needing to visit a bank branch. These services are available 24/7 and are offered by banks and financial institutions through electronic banking outlets at various locations.","ATM services enable 24/7 access to a range of banking transactions, making them critical for customer convenience but also potentially susceptible to money laundering or terrorist financing risks if not properly monitored and controlled.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0024"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0024""
  }
]",PS0024,https://framework.amltrix.com/services-products/PS0024
products-service--6f1d189c-d27c-4a09-a44c-69d4b6fdbcb7,products-service,Hotel & Accommodation Services,"The provision of lodging and related amenities by hotels, resorts, or similar establishments, often featuring services such as dining, spa facilities, and personalized concierge support.","Hotel & Accommodation Services offer lodging and ancillary amenities such as dining and spa facilities, which can be leveraged by illicit actors for layering and integration of funds. Consequently, monitoring reservation patterns, payment methods, and guest activities is critical to mitigate AML/CFT risks in this sector.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0025"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0025""
  }
]",PS0025,https://framework.amltrix.com/services-products/PS0025
products-service--07026b50-8b98-404a-9057-db8a4105d8a9,products-service,Payroll Processing,"A specialized service managing employee wage calculations, payroll distribution, and reporting, ensuring accurate tax withholdings and regulatory compliance. It may also include handling employee benefits administration.","Payroll Processing is a critical function overseeing the transfer of wages and benefits while maintaining strict tax and regulatory compliance. In an AML/CFT context, it must effectively monitor fund flows and employee data to prevent misuse through fraudulent payroll manipulation or illicit layering practices.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0026"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0026""
  }
]",PS0026,https://framework.amltrix.com/services-products/PS0026
products-service--16d4c027-5509-4cc9-b419-4f5ae57e2186,products-service,Peer-to-Peer Payment Systems,"Services that enable individuals to transfer funds electronically and directly to each other, often via mobile apps or online platforms, without requiring a traditional bank intermediary.","Services that enable individuals to transfer funds electronically and directly to each other, often via mobile apps or online platforms, without requiring a traditional bank intermediary.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0029"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0029""
  }
]",PS0029,https://framework.amltrix.com/services-products/PS0029
products-service--df2a1017-8bd2-4245-a020-95616dc6afc4,products-service,Virtual Real Estate Platforms,"Platforms facilitating the buying, selling, and management of virtual real estate within digital environments such as the metaverse. Users can trade, develop, or access ownership tokens for virtual spaces, often leveraging blockchain technology to track and verify ownership.","Virtual Real Estate Platforms enable the buying, selling, and management of digital properties in metaverse environments through blockchain-based ownership tokens. Their pseudonymous, borderless nature presents heightened AML/CFT risks, as illicit actors may exploit these platforms to obscure fund origins and transfer value.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0030"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0030""
  }
]",PS0030,https://framework.amltrix.com/services-products/PS0030
products-service--5babdc9a-7760-4a74-8bdc-f2befd6b162c,products-service,Letters of Credit,"A financial instrument issued by banks guaranteeing the fulfillment of a buyer's payment obligations to a seller upon meeting agreed-upon terms and conditions. If the buyer is unable to make the payment, the bank covers the outstanding amount. Commonly used in international trade to mitigate risk and ensure timely payment.","Letters of Credit provide a secure mechanism for guaranteeing payment obligations in cross-border transactions, thereby reducing counterparty risk. However, their reliance on documentary compliance can create vulnerabilities for money laundering or terrorist financing, necessitating rigorous KYC and oversight measures.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0031"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0031""
  }
]",PS0031,https://framework.amltrix.com/services-products/PS0031
products-service--a34e1399-b4aa-4538-a16d-e5d8a872aa82,products-service,Notary Services,"Notary services provide legal authentication for documents, ensuring their legitimacy and validity. This service is typically offered by a notary public who witnesses signatures and verifies the identity of signatories.","Notary services officially authenticate documents and verify the identity of signatories, mitigating identity-related fraud and bolstering the legitimacy of financial and legal records. In AML/CFT adversarial threat modelling, they serve as an essential control point to ensure transparent and authenticated documentation of transactions.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0035"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0035""
  }
]",PS0035,https://framework.amltrix.com/services-products/PS0035
products-service--07a57e03-bcba-4f77-9ad6-565c08748aa1,products-service,E-commerce Platforms,"Online marketplaces that facilitate the buying and selling of goods and services over the internet. These platforms support product listings, payment processing, user account management, and transaction reviews, and may cater to both general and specialized consumer markets.","E-commerce platforms are online marketplaces that handle large volumes of user transactions, product listings, and payment processing globally, creating potential vulnerabilities for money laundering or terrorist financing that require robust AML/CFT safeguards.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0012"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0012""
  }
]",PS0012,https://framework.amltrix.com/services-products/PS0012
products-service--e071352b-cbf2-47a3-bbd8-557525d00aa2,products-service,Non-Resident Banking Services,"Banking services offered to individuals or entities residing outside the jurisdiction in which the bank operates. These may include account management, foreign exchange transactions, and international payment solutions tailored to the needs of non-resident clients.","Non-Resident Banking Services facilitate cross-border account management, foreign exchange, and international payments for clients outside the bank’s jurisdiction. In AML/CFT adversarial threat modelling, these offerings require heightened scrutiny and due diligence to mitigate the increased risk of illicit financial flows and complex cross-border activities.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0014"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0014""
  }
]",PS0014,https://framework.amltrix.com/services-products/PS0014
products-service--818ef48c-93fd-46ad-b1b1-952fcce821c4,products-service,Virtual Office Services,"Virtual Office Services provide businesses with a professional address and communication solutions without requiring a physical office space. These typically include mail handling, call answering, and access to meeting rooms, offering an affordable option for entrepreneurs and companies seeking a professional presence.","Virtual Office Services provide a professional business address and remote communication support without a physical footprint. In AML/CFT threat modeling, they can be exploited to obscure true business locations or owners, potentially facilitating anonymity in illicit operations.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0015"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0015""
  }
]",PS0015,https://framework.amltrix.com/services-products/PS0015
products-service--5998e554-4ca2-4eec-992d-98deb135bb0a,products-service,Reinsurance Agreements,Contracts where an insurance company transfers a portion of its risk portfolio to another insurance company to reduce its potential exposure to significant claims. This arrangement helps insurers manage and spread risk more effectively.,"Reinsurance Agreements involve transferring portions of an insurer’s risk portfolio to other insurers, helping distribute and mitigate potential exposure. In AML/CFT contexts, they introduce cross-institutional complexity that can obscure financial flows and potentially be exploited to disguise illicit transactions.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0016"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0016""
  }
]",PS0016,https://framework.amltrix.com/services-products/PS0016
products-service--ce446cd1-4ba5-4050-8250-abf56fa77cf8,products-service,Cash Transaction Service,"A service involving the physical exchange of money, encompassing activities such as cash deposits and withdrawals at bank branches or ATMs, as well as currency exchange at foreign exchange bureaus.","The Cash Transaction Service facilitates the physical exchange of funds—such as deposits, withdrawals, and currency exchanges—and is a key focus in AML/CFT efforts due to its heightened susceptibility to laundering activities and the potential anonymity of cash-based transactions.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0017"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0017""
  }
]",PS0017,https://framework.amltrix.com/services-products/PS0017
products-service--237c4d7e-3040-4b75-b257-3ecdecc5234d,products-service,Precious Metals Trading Services,"A comprehensive service including accounts and platforms, either online or in physical locations, where individuals and institutions can buy, sell, and trade precious metals such as gold, silver, platinum, and palladium. These services are provided by banks, investment firms, and specialized dealers, and facilitate transactions in the commodities market, often serving as a hedge against market volatility.","Precious metals trading services enable individuals and institutions to buy, sell, and trade gold, silver, platinum, and palladium, commonly used as a hedge against market volatility. In an AML/CFT context, these high-value, easily transferable commodities can be exploited to disguise illicit funds and facilitate money laundering or terrorist financing.",2025-05-13T07:47:20.077499+00:00,2025-05-13T07:47:20.077499+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0018"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0018""
  }
]",PS0018,https://framework.amltrix.com/services-products/PS0018
products-service--7c41da84-e751-4648-ad10-08e1353e03a2,products-service,Cryptocurrency ATM,"Physical self-service machines that allow users to buy or sell cryptocurrencies (e.g., Bitcoin) using cash or payment cards. These machines connect to a cryptocurrency exchange for real-time transaction processing and exchange rate updates, providing a convenient interface for converting fiat currency into digital assets and vice versa.","Cryptocurrency ATMs are self-service kiosks enabling rapid conversion between fiat currency and digital assets, making them a potential conduit for illicit fund movement if not appropriately monitored and controlled.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0051"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0051""
  }
]",PS0051,https://framework.amltrix.com/services-products/PS0051
products-service--86cc1f3e-f713-4117-b756-e7f027a3cb51,products-service,Charitable Accounts,"Accounts managed by charitable organizations to receive donations and manage funds for their activities. Such accounts are often provided with facilities suited to the operational needs of charities, including handling high transaction volumes.","Charitable accounts are dedicated accounts for receiving and managing donations, typically supporting high transaction volumes and diverse donor bases, which can make them vulnerable to misuse for money laundering or terrorist financing if not properly monitored.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0052"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0052""
  }
]",PS0052,https://framework.amltrix.com/services-products/PS0052
products-service--ec7827f2-b8e1-4736-a899-09c69a9a27f5,products-service,Art and Antiquities Trading & Auction Services,"A comprehensive set of services facilitating the purchase, sale, exchange, and auction of artwork, antiquities, and historically significant items. These services, typically offered by specialized auction houses, galleries, and dealers, often include provenance research, authentication, private transactions, and organized auctions for collectors, museums, dealers, and investors.","Art and Antiquities Trading & Auction Services facilitate the acquisition, sale, and exchange of valuable artwork and historical pieces through specialized auction houses, galleries, and dealers, offering provenance research and authentication. In AML/CFT contexts, these services present elevated risk for obscuring illicit funds due to private transactions, making them a target for money laundering and other financial crimes.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0019"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0019""
  }
]",PS0019,https://framework.amltrix.com/services-products/PS0019
products-service--7944f0f2-78e8-45b7-a69d-98734df0596a,products-service,Asset-Based Financing,"A financing service where loans or credit lines are secured by collateral assets, which can include real estate, inventory, equipment, or high-value items. Offered by banks and financial institutions to individuals and businesses seeking to leverage their assets to access funding.","Asset-Based Financing is a secured credit service where collateral such as real estate or equipment underpins the loan or credit line. In an AML/CFT adversarial context, it can be exploited if the valuation or ownership of these assets is manipulated, providing a potential avenue for concealing or legitimizing illicit funds.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0020"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0020""
  }
]",PS0020,https://framework.amltrix.com/services-products/PS0020
products-service--afad09c1-7645-4a08-b979-d59345a5c76a,products-service,Vault Storage Services,"Vault storage services offer advanced security measures for storing valuable assets or sensitive documents, typically featuring robust surveillance, controlled access, and on-site security. These services cater to financial institutions, corporations, and individuals requiring secure, specialized storage solutions.","Vault Storage Services provide highly secure, controlled facilities for storing high-value assets or sensitive documents, featuring robust surveillance and restricted access. In AML/CFT adversarial threat modelling, these services can be exploited by criminals seeking to conceal illicit funds or assets if not rigorously monitored and regulated.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0028"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0028""
  }
]",PS0028,https://framework.amltrix.com/services-products/PS0028
products-service--8588274e-5999-49ed-be76-8527c30c870e,products-service,Freight Forwarding and Shipping Services,"A comprehensive range of logistics and transportation offerings enabling the movement of goods or commodities by sea, air, or land. This includes standardized intermodal container shipping, route planning, customs documentation, warehousing, packaging, loading, unloading, insurance, tracking, and overall supply chain management for efficient global trade.","Freight forwarding and shipping services provide end-to-end logistics solutions, facilitating global trade through intermodal transport, customs documentation, and supply chain management. In the AML/CFT context, their extensive network and cross-border operations can be exploited for trade-based money laundering or concealment of illicit goods, necessitating robust due diligence and monitoring.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0032"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0032""
  }
]",PS0032,https://framework.amltrix.com/services-products/PS0032
products-service--5f81992d-ba1f-4269-a7a4-c217989d37bd,products-service,Online Brokerage Accounts,A type of brokerage account provided by firms that allows individuals to execute securities trades through an online trading platform.,"Online brokerage accounts enable individuals to trade securities via online platforms with ease and speed, which can introduce heightened risks for laundering and layering illicit funds. Consequently, effective AML/CFT monitoring and controls are critical to detect and deter misuse of these accounts.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0057"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0057""
  }
]",PS0057,https://framework.amltrix.com/services-products/PS0057
products-service--9426bafa-255d-4cdf-9c2c-0da668c317d1,products-service,Professional Consultancy Services,"Advisory and consulting offerings provided by professional firms or individuals to assist clients with specialized expertise on business, financial, or related matters, typically governed by contractual agreements.","Professional Consultancy Services involve specialized advisory support that can structure complex financial or business arrangements, potentially creating opportunities for misuse in concealing illicit transactions or beneficial ownership. In AML/CFT threat modeling, these services warrant scrutiny due to their ability to facilitate sophisticated schemes that may evade detection.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0058"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0058""
  }
]",PS0058,https://framework.amltrix.com/services-products/PS0058
products-service--7604b05f-c15a-41d9-a334-35a212d790ca,products-service,Property Management Services,"Property management services involve the operation, oversight, and administration of real estate on behalf of the owner, including rent collection, tenant coordination, and property maintenance. They may also cover specialized arrangements such as timeshares or condominium associations.","Property management services oversee real estate operations—such as rent collection, maintenance, and tenant coordination—that can obscure the source, flow, or ownership of funds through property-related transactions. Their role in AML/CFT threat modelling includes enforcing effective due diligence, monitoring, and transparency to mitigate risks of illicit financial activity.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0059"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0059""
  }
]",PS0059,https://framework.amltrix.com/services-products/PS0059
products-service--8bcf7fad-e19d-4555-92af-5270fd5b3c48,products-service,Buy Now Pay Later Services,"Buy Now Pay Later (BNPL) services allow consumers to purchase goods or services immediately and pay for them over time through installments. These services typically do not require interest if payments are made on time, making them an attractive option for consumers seeking flexibility in managing their finances. BNPL services are often integrated into online and in-store checkout processes, providing a seamless and convenient payment alternative.","Buy Now Pay Later (BNPL) services split purchases into interest-free installments, providing customers with flexible payment options at checkout. From an AML/CFT perspective, these services can be exploited if insufficient customer due diligence and transaction monitoring allow illicit funds to be concealed within installment payments.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0060"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0060""
  }
]",PS0060,https://framework.amltrix.com/services-products/PS0060
products-service--94329155-abe8-4bab-973d-b385deae1a6d,products-service,Pawn Shop Services,"Businesses that offer secured loans to individuals using personal property as collateral. If the borrower repays the loan within the agreed timeframe, they can reclaim their item; otherwise, the shop may sell the item to recover the loan amount. These shops also often sell previously pawned merchandise and provide quick, short-term loans accessible to individuals with poor credit scores.","Pawn shop services extend short-term secured loans with personal property as collateral, often reselling forfeited items and catering to customers with limited credit options. Their cash-oriented model and less rigorous due diligence processes can pose heightened money laundering and terrorist financing risks.",2025-05-13T07:47:20.078089+00:00,2025-05-13T07:47:20.078089+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""PS0061"",
    ""url"": ""https://framework.amltrix.com/services-products/PS0061""
  }
]",PS0061,https://framework.amltrix.com/services-products/PS0061
